company,tier,job_count,avg_salary,median_salary,avg_experience,disclosed_salary_count,top_skills,salary_data_note
Inspiration Manpower Consultancy Pvt. Ltd.,Startup/Other,2,10.62,10.62,4.0,0,"Data Modeling, SQL, ETL",estimated_only
Instawork,Startup/Other,2,10.0,10.0,4.2,0,"Statistics, R",estimated_only
J2 Cloud Services,Startup/Other,2,13.1,13.1,5.5,0,"GCP, SQL",estimated_only
Yellow Box HR Services Pvt. Ltd.,Startup/Other,2,10.24,10.24,4.2,0,Statistics,estimated_only
Xoriant,Startup/Other,2,20.15,20.15,9.2,0,"Azure, SQL, Python, Spark, Databricks",estimated_only
Xandr,Startup/Other,2,20.14,20.14,7.0,0,"SQL, Azure",estimated_only
Abacus Staffing and Services Pvt Ltd.,Startup/Other,2,16.13,16.13,7.0,0,"Scala, Spark, Python, APIs",estimated_only
Aarch Solutions,Startup/Other,2,16.56,16.56,7.5,0,"Machine Learning, C++, ETL",estimated_only
Cleartrip,Startup/Other,2,9.02,9.02,3.2,0,"SQL, Python, Excel, Power BI, SAS",estimated_only
Chubb,Startup/Other,2,14.66,14.66,6.8,0,"SQL, Python, Spark",estimated_only
Idexcel Technologies Private Limited,Startup/Other,2,16.6,16.6,6.0,0,"Machine Learning, NLP, Python, AWS, Azure",estimated_only
Ideapoke,Startup/Other,2,8.82,8.82,3.2,0,"Machine Learning, Python, Spark",estimated_only
KRISHPAR TECHNOLOGIES PRIVATE LIMITED,Startup/Other,2,11.9,11.9,4.0,0,"Machine Learning, Python",estimated_only
K12 Techno Services Pvt Ltd,Startup/Other,2,14.0,14.0,6.5,0,Communication,estimated_only
K12 Techno Services,Startup/Other,2,15.36,15.36,6.5,0,"Excel, Tableau, Power BI",estimated_only
Job Point HR & Training Consultants,Startup/Other,2,11.42,11.42,4.2,0,"Machine Learning, SQL, Python, ETL, Data Modeling",estimated_only
BlackBuck,Startup/Other,2,10.98,10.98,4.8,0,"Machine Learning, SQL, Python, Excel",estimated_only
Karyarth Consultancy,Startup/Other,2,10.06,10.06,4.0,0,"Azure, Python, Spark",estimated_only
Kantar Analytics Practice,Startup/Other,2,9.38,9.38,3.0,0,"SQL, Spark, Azure, Python, R",estimated_only
Expertiz,Startup/Other,2,11.24,11.24,4.8,0,,estimated_only
Excellent Opportunity Placements,Startup/Other,2,13.7,13.7,5.8,0,"Data Visualization, Java, R, SQL, Python",estimated_only
"Evertz Microsystems, Ltd",Startup/Other,2,8.43,8.43,3.8,0,"SQL, Python",estimated_only
Srivango,Startup/Other,2,11.23,11.23,4.8,0,"ETL, Spark, SQL, Python, AWS",estimated_only
Sopra Steria,Startup/Other,2,16.97,16.97,7.0,0,"Azure, SQL, Spark, Python, Kafka",estimated_only
Sony Corporation of America,Startup/Other,2,12.86,12.86,5.2,0,"C++, Excel",estimated_only
Sony,Startup/Other,2,13.02,13.02,5.8,0,"Machine Learning, Java, Python, Azure, AWS",estimated_only
Apisero,Startup/Other,2,20.66,20.66,7.8,0,"SQL, Data Modeling, ETL, Java, Snowflake",estimated_only
ApicalGo Consultancy,Startup/Other,2,14.07,14.07,5.0,0,"Power BI, Python, Statistics, R, SQL",estimated_only
Ankercloud,Startup/Other,2,9.78,9.78,3.0,0,"C++, Java, Spark, Python, AWS",estimated_only
Ericsson,Startup/Other,2,22.0,22.0,13.8,0,"GCP, C++",estimated_only
Envestnet Yodlee,Startup/Other,2,12.82,12.82,5.8,0,"Machine Learning, Statistics, SQL",estimated_only
Enrich and Enlight,Startup/Other,2,11.86,11.86,4.5,0,"Python, Azure, Spark, Databricks, Machine Learning",estimated_only
Enphase Energy,Startup/Other,2,14.92,14.92,5.5,0,,estimated_only
Empower Recruitments,Startup/Other,2,17.31,17.31,6.0,0,"ETL, Machine Learning, Spark",estimated_only
TECHNODYSIS PRIVATE LIMITED,Startup/Other,2,12.58,12.58,6.5,0,"SQL, Git, Agile, R",estimated_only
Sapwood Ventures Pvt. Ltd.,MNC/IT Services,2,15.92,15.92,5.8,0,"Spark, MongoDB, Kafka, Git, Python",estimated_only
Saffron Consultancy Services(scs),Startup/Other,2,14.62,14.62,6.5,0,"SQL, Spark, GCP, Git, C++",estimated_only
Carbynetech India,Startup/Other,2,10.58,10.58,5.0,0,"Communication, Azure, Snowflake",estimated_only
Skill On Tap,Startup/Other,2,13.38,13.38,6.0,0,"Azure, Python, Spark, Databricks, Git",estimated_only
Sigma Allied Services private Limited,Startup/Other,2,15.68,15.68,4.5,0,"SQL, Python, Spark, AWS, Machine Learning",estimated_only
Alten Calsoft Labs,Startup/Other,2,16.42,16.42,7.5,0,"Python, Docker, AWS, Spark, R",estimated_only
Allegis Group,Startup/Other,2,17.69,17.69,8.2,0,"SQL, Spark, Power BI",estimated_only
TMD - The Modern Dimension,Startup/Other,2,17.94,17.94,6.5,0,"Machine Learning, NoSQL, Spark, Airflow, SQL",estimated_only
EXCELVANA PVT. LTD,Startup/Other,2,17.8,17.8,7.2,0,"Scala, Spark, ETL, Java, AWS",estimated_only
DataToBiz,Startup/Other,2,16.94,16.94,5.5,0,"ETL, Airflow, SQL, Python, Azure",estimated_only
DataCore Software,Startup/Other,2,14.48,14.48,5.5,0,"ETL, Azure",estimated_only
Airbus,Startup/Other,2,12.01,12.01,6.0,0,"SQL, Python, Spark",estimated_only
Aficionado Technologies Pvt Ltd,Startup/Other,2,4.46,4.46,0.0,0,"NumPy, Machine Learning, Python",estimated_only
Shanvi Staffing And Training Services,Startup/Other,2,11.75,11.75,3.5,0,"Data Visualization, Java, Spark, R, SQL",estimated_only
Ashkom Media India Private Limited,Startup/Other,2,9.48,9.48,3.5,0,"SQL, Python, Spark, Machine Learning, Statistics",estimated_only
Artifex HR,Startup/Other,2,18.79,18.79,6.2,0,"Azure, Python, Spark, AWS, NoSQL",estimated_only
SALESFORCE,Product,2,29.06,29.06,9.5,0,"SQL, Agile, Machine Learning",estimated_only
"Riversand Technologies, Inc.",Startup/Other,2,10.0,10.0,3.8,0,Excel,estimated_only
RedBus,Startup/Other,2,6.7,6.7,2.5,0,"SQL, MongoDB, NoSQL, Excel",estimated_only
Rectras Business Solutions Pvt Ltd.,Startup/Other,2,18.48,18.48,8.5,0,SAS,estimated_only
Fractal Analytics,Consulting,2,18.8,18.8,7.0,0,"Azure, Spark, Scala, SQL, Python",estimated_only
Forte Research Systems Private Limited,Startup/Other,2,19.14,19.14,9.5,0,"Data Modeling, Agile",estimated_only
First Source Advisors Pvt Ltd,Startup/Other,2,14.42,14.42,5.2,0,"AWS, Azure, Spark, Java",estimated_only
First Meridian Business Services Private Limited,Startup/Other,2,12.25,12.25,5.5,0,,estimated_only
Ethos Life,Startup/Other,2,11.15,11.15,5.0,0,"Machine Learning, NLP, Python, Spark, Agile",estimated_only
Artech Infosystems Pvt. Ltd.,MNC/IT Services,2,9.78,9.78,5.0,0,"GCP, NoSQL, Spark, SQL, Scala",estimated_only
Armorblox,Startup/Other,2,7.76,7.76,2.2,0,"Machine Learning, NLP, NoSQL, Java, SQL",estimated_only
Arena Investors LP,Startup/Other,2,6.05,6.05,2.5,0,,estimated_only
Appscrip,Startup/Other,2,5.57,5.57,1.0,0,"Python, Kafka, SQL, Pandas, NumPy",estimated_only
Semper Fi Solution,Startup/Other,2,16.9,16.9,7.0,0,"GCP, Kafka, Git, SQL, Java",estimated_only
Searce Cosourcing Services Pvt Ltd,Startup/Other,2,16.72,16.72,6.0,0,"Scala, Python, AWS, Tableau, Looker",estimated_only
Scoop Technologies Pvt Ltd,Startup/Other,2,17.34,17.34,7.2,0,"Spark, ETL, Azure, Python, Databricks",estimated_only
SRS Infoway,Startup/Other,2,23.56,23.56,9.5,0,"Azure, Snowflake",estimated_only
SR UTILITY SOLUTIONS INDIA PRIVATE LIMITED,Startup/Other,2,17.34,17.34,7.8,0,"GCP, Spark, Data Modeling, SQL, AWS",estimated_only
SP Staffing Services Private Limited,Startup/Other,2,17.42,17.42,7.5,0,"GCP, Java, Spark, SQL, Python",estimated_only
SGTC India,Startup/Other,2,10.25,10.25,4.8,0,SQL,estimated_only
TetriQ Solutions,Startup/Other,2,17.66,17.66,6.5,0,"Agile, Spark, Communication, SQL, Python",estimated_only
Tesco,Startup/Other,2,9.4,9.4,2.8,0,"Tableau, SQL, Python, Machine Learning, Statistics",estimated_only
Terrabit,Startup/Other,2,14.62,14.62,5.0,0,"SQL, Scala, Spark, Python",estimated_only
Tecknoworks Innovations India Pvt. Ltd.,Startup/Other,2,27.14,27.14,9.5,0,"Spark, Airflow, Azure, SQL, Databricks",estimated_only
Techstar Software Development India Pvt. Ltd.,Startup/Other,2,14.35,14.35,6.0,0,"SQL, Spark, ETL, Python",estimated_only
E2E Infoware Management Services Pvt Ltd,Startup/Other,2,7.39,7.39,3.0,0,"Machine Learning, Statistics, R, Scala, Spark",estimated_only
Digit Insurance,Startup/Other,2,11.44,11.44,4.0,0,"TensorFlow, Python, SQL, APIs",estimated_only
Urban Company,Product,2,15.74,15.74,5.0,0,"Machine Learning, Python, Spark, Statistics",estimated_only
UnitedLex Corporation,Startup/Other,2,7.15,7.15,2.5,0,"MATLAB, Python",estimated_only
UnitedLex,Startup/Other,2,10.51,10.51,3.8,0,"SQL, Python, Excel",estimated_only
United Airlines,Startup/Other,2,14.22,14.22,6.0,0,"Python, Java, Spark, Scala, SQL",estimated_only
TruEra,Startup/Other,2,11.84,11.84,4.0,0,"Machine Learning, Python",estimated_only
GLOBAL UPSIDE India Pvt Ltd,Startup/Other,2,12.72,12.72,4.2,0,"Python, Machine Learning, Java, Spark, R",estimated_only
Augusta Infotech,Startup/Other,2,18.36,18.36,6.5,0,"NoSQL, Agile, MongoDB, SQL",estimated_only
Astha Baid,Startup/Other,2,12.62,12.62,5.2,0,"SQL, Python, Data Visualization, SAS, APIs",estimated_only
Rapido,Product,2,18.39,18.39,5.5,0,"SQL, Machine Learning, Agile, NoSQL, GCP",estimated_only
Ramsoft Systems Inc.,Startup/Other,2,8.91,8.91,3.2,0,Power BI,estimated_only
RIVERSAND TECHNOLOGIES INDIA PRIVATE LIMITED,Startup/Other,2,14.36,14.36,5.8,0,"Java, Python, Spark, Azure",estimated_only
REWARD360 GLOBAL SERVICES PRIVATE LIMITED,Startup/Other,2,17.34,17.34,8.2,0,"Spark, AWS, APIs",estimated_only
REConnect Energy,Startup/Other,2,6.45,6.45,3.0,0,"Machine Learning, SQL, C++",estimated_only
RANDSTAD INDIA PVT LTD,Startup/Other,2,19.7,19.7,9.0,0,Machine Learning,estimated_only
Quotient Four Technologies Pvt. Ltd.,Startup/Other,2,9.88,9.88,5.0,0,"SAS, C++, Git",estimated_only
CONDE NAST (INDIA) PRIVATE LIMITED,Startup/Other,2,17.15,17.15,6.0,0,"Python, Spark, Java, AWS, Machine Learning",estimated_only
Quinbay Technology,Startup/Other,2,11.72,11.72,3.8,0,"Data Modeling, Excel, Scala, Python",estimated_only
"Qualcomm Technologies, Inc",Startup/Other,2,9.15,9.15,3.2,0,"Data Modeling, SQL, Agile, Data Visualization",estimated_only
FINNOVATION TECH SOLUTIONS PRIVATE LIMITED,Startup/Other,2,8.83,8.83,3.8,0,"SQL, Python, APIs, AWS",estimated_only
Exploro Solutions,Startup/Other,2,15.88,15.88,6.8,0,"Machine Learning, SAS, R, SQL, Python",estimated_only
STATS PERFORM,Startup/Other,2,10.7,10.7,4.0,0,SQL,estimated_only
PaveIT Solutions,Startup/Other,2,11.74,11.74,3.8,0,"Spark, SQL, AWS, NoSQL, Azure",estimated_only
PERSOLKELLY INDIA PRIVATE LIMITED,Startup/Other,2,11.72,11.72,5.0,0,"Machine Learning, SQL, Python, Communication, Excel",estimated_only
GlobalLogic India Private Limited,Startup/Other,2,13.97,13.97,6.0,0,"Python, ETL, Java, Spark, SQL",estimated_only
Glints,Startup/Other,2,13.58,13.58,4.8,0,"Agile, Python, Data Modeling, SQL",estimated_only
"Glassbeam, Inc",Startup/Other,2,11.73,11.73,4.0,0,"Machine Learning, C++, Scala",estimated_only
Quacquarelli Symonds,Startup/Other,2,6.88,6.88,2.0,0,"Agile, ETL, SQL",estimated_only
QWEEN NETWORK LLP,Startup/Other,2,22.57,22.57,7.5,0,"Spark, Kafka, SQL, Python, Airflow",estimated_only
Azuga Telematics,Startup/Other,2,11.56,11.56,4.5,0,"SQL, Python, AWS, Communication",estimated_only
Autodesk,Startup/Other,2,6.48,6.48,2.8,0,"SQL, Communication, Python, Agile, Power BI",estimated_only
Pylon Management Consulting Pvt Ltd,Startup/Other,2,12.08,12.08,4.8,0,"SQL, GCP, Java, Communication, Python",estimated_only
Pure Storage,Startup/Other,2,16.46,16.46,6.2,0,Data Modeling,estimated_only
Pricewater House Coopers Service Delivery Center Bangalore Private Limited,Startup/Other,2,16.56,16.56,7.2,0,"SQL, Python, Spark, ETL, Azure",estimated_only
Powerschool India Private Limited,Startup/Other,2,16.24,16.24,5.5,0,"SQL, Data Visualization, Tableau, Power BI, Snowflake",estimated_only
Portcast,Startup/Other,2,9.79,9.79,3.5,0,"Machine Learning, Data Visualization",estimated_only
Pluto7,Startup/Other,2,8.92,8.92,4.0,0,"GCP, SAS, Machine Learning, Python, APIs",estimated_only
GSR Business Services Private Limited.,Startup/Other,2,16.04,16.04,6.5,0,"Power BI, Scala, Python, Spark",estimated_only
GBT India Private Limited,Startup/Other,2,9.95,9.95,4.8,0,,estimated_only
Pixxel,Startup/Other,2,9.07,9.07,3.2,0,"SQL, Machine Learning, Python",estimated_only
Pioneer Manpower Solutions,Startup/Other,2,26.91,26.91,12.2,0,Machine Learning,estimated_only
Phenom Placement Consultancy,Startup/Other,2,8.2,8.2,4.0,0,"ETL, Data Modeling",estimated_only
"People First Consultants Pvt Ltd.,",Startup/Other,2,15.92,15.92,6.0,0,"Communication, Agile, SQL",estimated_only
Travel Centric Technology,Startup/Other,2,12.0,12.0,6.0,0,"Agile, Machine Learning, Python, SQL, Communication",estimated_only
Transak,Startup/Other,2,10.65,10.65,4.2,0,"Git, NoSQL, MongoDB, AWS",estimated_only
Toyota Connected India Private Limited,Startup/Other,2,16.47,16.47,7.0,0,"Java, Python, Spark, AWS",estimated_only
Toolyt,Startup/Other,2,9.52,9.52,4.0,0,Git,estimated_only
Tiger Analytics India LLP,Consulting,2,20.2,20.2,8.5,0,"Machine Learning, Python, Statistics, R",estimated_only
Cresc Datasoft Private Limited,Startup/Other,2,4.08,4.08,1.0,0,,estimated_only
AddWiz Business Consulting,Startup/Other,2,10.02,10.02,4.5,0,"ETL, Communication",estimated_only
Acesoft Labs (India) Pvt Ltd,Startup/Other,2,14.42,14.42,5.5,0,"Python, Communication",estimated_only
AceNet,Startup/Other,2,18.43,18.43,6.8,0,"Machine Learning, C++, NLP, SQL, Scala",estimated_only
Accolite Digital,Startup/Other,2,15.87,15.87,5.8,0,"Airflow, Git, SQL, Python, AWS",estimated_only
PayU Payments,Startup/Other,2,13.24,13.24,5.5,0,"SQL, Python, Azure, Spark",estimated_only
Neudesic Technologies,Startup/Other,2,11.62,11.62,4.5,0,"Azure, Power BI, Spark, Scala, SQL",estimated_only
Hardesen Technologies,Startup/Other,2,19.95,19.95,11.0,0,"APIs, Excel",estimated_only
HUDSON'S BAY SERVICES PRIVATE LIMITED,Startup/Other,2,11.83,11.83,3.8,0,"Machine Learning, Python",estimated_only
Gyansys Infotech,Startup/Other,2,17.16,17.16,7.5,0,"ETL, Azure, Databricks",estimated_only
BGRS,Startup/Other,2,13.48,13.48,4.8,0,"Communication, Git",estimated_only
BCT Consulting Private Limited,Startup/Other,2,13.84,13.84,5.8,0,"SQL, Python, Spark, ETL, Java",estimated_only
BCD Travel,Startup/Other,2,10.63,10.63,4.2,0,"Data Visualization, Machine Learning, Excel",estimated_only
BARTLEBY TECHNOLOGIES PRIVATE LIMITED,Startup/Other,2,15.05,15.05,6.5,0,"Machine Learning, Pandas, Excel, Looker, SQL",estimated_only
BANGALORE STRATEGIC SOLUTIONS PRIVATE LIMITED,Startup/Other,2,17.6,17.6,8.8,0,"SQL, Azure, APIs, Tableau, Communication",estimated_only
Onward Technologies Limited,Startup/Other,2,17.66,17.66,7.2,0,"Python, Java, Spark, Scala, AWS",estimated_only
Odessa,Startup/Other,2,11.58,11.58,4.2,0,"GCP, Machine Learning, NLP, R, Communication",estimated_only
Groww,Product,2,17.38,17.38,5.2,0,Machine Learning,estimated_only
Groupon,Startup/Other,2,14.36,14.36,5.5,0,"Machine Learning, NLP, AWS, ETL, SQL",estimated_only
Grofers,Startup/Other,2,11.58,11.58,4.2,0,"Tableau, Power BI, Statistics, R, Scala",estimated_only
Greenizon Agritech Consultancy,Startup/Other,2,8.44,8.44,3.0,0,"Data Visualization, Machine Learning, R, SQL, NoSQL",estimated_only
GGWP INDIA PRIVATE LIMITED,Startup/Other,2,18.16,18.16,7.0,0,"Python, AWS, Docker, Machine Learning, Java",estimated_only
Black and White Business Solutions Pvt Ltd,Startup/Other,2,5.1,5.1,1.5,0,"Excel, Tableau, SQL, Plotly, Communication",estimated_only
GreatLearning,Startup/Other,2,11.64,11.64,3.5,0,"Machine Learning, Python, Statistics",estimated_only
Good Worker,Startup/Other,2,8.28,8.28,3.2,0,"Data Visualization, Git",estimated_only
Gloify,Startup/Other,2,13.84,13.84,5.2,0,"Python, Spark",estimated_only
Globals Inc.,Startup/Other,2,8.81,8.81,3.5,0,Statistics,estimated_only
Northface Consultancy Services Private Limited,Startup/Other,2,14.54,14.54,6.0,0,"Machine Learning, SAS, R, Python, Statistics",estimated_only
Accion labs India Private Limited,Startup/Other,2,20.4,20.4,8.2,0,"Python, Machine Learning, Java, R, SQL",estimated_only
Accion Technologies Private Limited,Startup/Other,2,17.81,17.81,7.8,0,"Spark, SQL, Python, AWS, Kafka",estimated_only
DVSUM INDIA PRIVATE LIMITED,Startup/Other,2,25.36,25.36,14.8,0,"SQL, Communication, Azure, Data Visualization, Python",estimated_only
DOFORT,Startup/Other,2,20.0,20.0,9.5,0,"GCP, Machine Learning, Communication, Agile, Spark",estimated_only
DOCS,Startup/Other,2,15.04,15.04,6.5,0,,estimated_only
Weir Minerals,Startup/Other,2,13.58,13.58,4.8,0,Azure,estimated_only
WENGER & WATSON BUSINESS SYSTEMS PRIVATE LIMITED,Startup/Other,2,14.63,14.63,5.5,0,"Python, Spark, Scala, SQL, Azure",estimated_only
WAKEFLO,Startup/Other,2,21.4,21.4,8.2,0,"Machine Learning, Spark, R, Tableau, SQL",estimated_only
Volks Consulting,Startup/Other,2,14.14,14.14,5.0,0,"ETL, Data Modeling, SQL, Snowflake, R",estimated_only
Nokia,Startup/Other,2,10.56,10.56,4.2,0,"GCP, Machine Learning, Data Modeling",estimated_only
ATG BUSINESS SOLUTIONS PRIVATE LIMITED,Startup/Other,2,21.74,21.74,8.5,0,"Azure, SQL, Python, Spark, Java",estimated_only
ASTER DM HEALTHCARE LIMITED,Startup/Other,2,11.95,11.95,5.0,0,Plotly,estimated_only
ARA Resources Private Limited,Startup/Other,2,18.14,18.14,8.0,0,"Python, C++, Azure, Agile, R",estimated_only
Mirus Solutions Pvt Limited,Startup/Other,2,15.81,15.81,10.8,0,SAS,estimated_only
Metyis,Startup/Other,2,20.8,20.8,13.8,0,"Git, Machine Learning, Agile",estimated_only
Meraki Konsulting,Startup/Other,2,17.7,17.7,14.2,0,"Python, Scala",estimated_only
MediaMath,Startup/Other,2,17.93,17.93,8.5,0,"Git, Python, Statistics",estimated_only
CHAINalytics,Startup/Other,2,13.73,13.73,5.5,0,Machine Learning,estimated_only
NeenOpal Intelligent Solutions Pvt. Ltd.,Startup/Other,2,10.24,10.24,4.5,0,"Data Modeling, SQL, Azure, Python, AWS",estimated_only
NXP Semiconductors,Startup/Other,2,16.74,16.74,7.0,0,"R, Agile",estimated_only
NTS Technology Services Private Limited,Startup/Other,2,13.92,13.92,5.2,0,"Python, GCP, ETL, Airflow",estimated_only
BetterPlace,Startup/Other,2,8.72,8.72,3.5,0,"Git, Machine Learning, SQL, Python, Agile",estimated_only
Beroe,Startup/Other,2,16.52,16.52,9.2,0,Power BI,estimated_only
NAVIKENZ INDIA PRIVATE LIMITED,Startup/Other,2,14.34,14.34,6.5,0,"Python, Databricks, Spark, Snowflake, Azure",estimated_only
Mu Sigma,Consulting,2,18.72,18.72,7.0,0,"SQL, C++, Azure, NoSQL",estimated_only
Motlay Innovation Pvt Ltd,Startup/Other,2,17.06,17.06,7.0,0,"Kafka, Python, Data Modeling, Docker, AWS",estimated_only
IELTSMaterial.com,Startup/Other,2,9.2,9.2,3.0,0,"Data Visualization, Excel, SQL, Python, NoSQL",estimated_only
Mancer Consulting Services,Startup/Other,2,20.54,20.54,12.8,0,"Machine Learning, Spark, Tableau, SQL, Python",estimated_only
Hexaware Technologies,MNC/IT Services,2,17.12,17.12,12.8,0,"Databricks, Scala, Spark, NLP, Java",estimated_only
Hexaconcepts,Startup/Other,2,15.13,15.13,6.0,0,"Machine Learning, Pandas, NLP, Spark, Statistics",estimated_only
HealthifyMe,Startup/Other,2,8.26,8.26,2.8,0,Data Modeling,estimated_only
Biofourmis India Private Limited,Startup/Other,2,10.82,10.82,5.2,0,"SQL, APIs, Machine Learning",estimated_only
Version 1,Startup/Other,2,12.45,12.45,5.0,0,"Agile, Statistics, ETL",estimated_only
Vedantu Innovations,Startup/Other,2,6.3,6.3,3.0,0,"Python, Power BI, Plotly, SQL",estimated_only
VOLVO ASSET FINANCE INDIA PRIVATE LIMITED,Startup/Other,2,9.26,9.26,4.0,0,Python,estimated_only
VIMEO TECHNOLOGIES PRIVATE LIMITED,Startup/Other,2,9.64,9.64,3.8,0,,estimated_only
DEVON SOFTWARE SERVICES PRIVATE LIMITED,Startup/Other,2,16.06,16.06,6.5,0,"Scala, Spark, AWS, Python",estimated_only
"DAT Solutions, LLC",Startup/Other,2,6.52,6.52,2.8,0,Excel,estimated_only
Crisil,Startup/Other,2,16.58,16.58,7.5,0,"Spark, Python, SQL, Git",estimated_only
AXA Business Services Pvt Ltd,Startup/Other,2,10.76,10.76,3.8,0,"Machine Learning, Git, Python, Spark, Data Modeling",estimated_only
AWC Software Pvt. Ltd.,Startup/Other,2,12.38,12.38,4.2,0,Spark,estimated_only
AUREUSTECH SYSTEMS PRIVATE LIMITED,Startup/Other,2,12.39,12.39,4.0,0,"SQL, Python, Spark, Machine Learning, AWS",estimated_only
CASHFREE HOLIDAY PLANNERS,Startup/Other,2,18.72,18.72,7.5,0,"Power BI, Spark",estimated_only
MediBuddy,Startup/Other,2,12.22,12.22,4.5,0,SQL,estimated_only
Wissen Infotech,Startup/Other,2,17.51,17.51,6.5,0,"Spark, ETL, SQL, Python, AWS",estimated_only
Winning Edge India,Startup/Other,2,14.07,14.07,4.5,0,"AWS, Tableau, Power BI, Git, SQL",estimated_only
Convergence Infotech Ltd,Startup/Other,2,16.56,16.56,6.0,0,"Machine Learning, Python, TensorFlow, AWS",estimated_only
Contactx India,Startup/Other,2,13.68,13.68,5.0,0,"ETL, Azure, R, Python, APIs",estimated_only
Contact X India,Startup/Other,2,20.08,20.08,8.0,0,"SQL, R, Data Visualization, Tableau, Communication",estimated_only
Whatfix,Startup/Other,2,9.54,9.54,3.0,0,"Machine Learning, Python, R, Tableau, Scala",estimated_only
ZAGENO Inc,Startup/Other,2,11.52,11.52,4.8,0,"GCP, Machine Learning",estimated_only
Connexion Group,Startup/Other,2,8.6,8.6,3.5,0,"Python, Data Visualization, SQL, Spark",estimated_only
Colt Technology Services,Startup/Other,2,26.92,26.92,10.0,0,Machine Learning,estimated_only
Collabera Technologies Pvt. Ltd.,Startup/Other,2,14.35,14.35,5.0,0,"Scala, SQL, Azure, NoSQL, Agile",estimated_only
Maven Workforce,Startup/Other,2,17.37,17.37,6.0,0,"Python, Scala, Spark, Machine Learning, Java",estimated_only
Maven Wave Partners India Pvt. Ltd,Startup/Other,2,18.51,18.51,6.5,0,"GCP, ETL, SQL, Python, Java",estimated_only
Marlabs Software Pvt. Ltd.,Startup/Other,2,14.09,14.09,5.2,0,"SQL, Excel, Machine Learning",estimated_only
Marktine,Startup/Other,2,23.78,23.78,7.5,0,"ETL, Spark, Azure, SQL, Scala",estimated_only
Brandmuscle,Startup/Other,2,15.33,15.33,5.0,0,"Machine Learning, Data Modeling, Azure",estimated_only
Braintosoul Consulting,Startup/Other,2,14.52,14.52,6.0,0,"Spark, SQL, NoSQL",estimated_only
Brainsearch Consulting Pvt Ltd,Startup/Other,2,16.26,16.26,9.2,0,"Power BI, Spark, R, Tableau, Python",estimated_only
Maersk,Startup/Other,2,22.74,22.74,8.0,0,"Power BI, SAS, R, Tableau, Python",estimated_only
Macrohire LLP,Startup/Other,2,19.47,19.47,7.5,0,"Azure, SQL, Power BI, Data Modeling, ETL",estimated_only
MPOWER Financing,Startup/Other,2,15.93,15.93,6.2,0,"SQL, Agile",estimated_only
MI 10 HUMAN RESOURCES,Startup/Other,2,11.86,11.86,4.5,0,"Machine Learning, Spark, NLP, TensorFlow",estimated_only
MENORAH PERSONNEL MANAGEMENT INDIA PRIVATE LIMITED,Startup/Other,2,23.51,23.51,9.0,0,Spark,estimated_only
MAVEN HR SOLUTIONS PRIVATE LIMITED,Startup/Other,2,17.03,17.03,5.8,0,"Scala, Spark, Airflow, Python, Tableau",estimated_only
M/S Global Tech Solutions,Startup/Other,2,20.61,20.61,9.5,0,"Python, R",estimated_only
Litmass Analytics,Startup/Other,2,6.62,6.62,3.0,0,,estimated_only
Levi Strauss &amp; Co.,Startup/Other,2,16.17,16.17,6.0,0,,estimated_only
INTRAEDGE TECHNOLOGIES PRIVATE LIMITED,Startup/Other,2,17.17,17.17,6.8,0,"Spark, SQL, Python, Snowflake, Airflow",estimated_only
LIVE CONNECTIONS PLACEMENTS PRIVATE LIMITED,Startup/Other,2,21.48,21.48,8.2,0,"Machine Learning, Python, ETL, SQL, Azure",estimated_only
Knowledge Foundry,Startup/Other,2,8.95,8.95,2.8,0,"Machine Learning, Python, ETL, SQL, AWS",estimated_only
CGI Information Systems and Management Consultants Private Limited,Startup/Other,2,10.36,10.36,4.8,0,"Azure, Power BI, Spark, Data Modeling, Machine Learning",estimated_only
Bytes To Bots Consultancy Services Private Limited,Startup/Other,2,13.48,13.48,5.2,0,"APIs, SQL, Python, Docker, Git",estimated_only
CodeHall Technology,Startup/Other,2,14.36,14.36,7.5,0,"SAS, Spark, R, SQL, MATLAB",estimated_only
CoStrategix Technologies Pvt. Ltd.,Startup/Other,2,12.3,12.3,6.2,0,"SQL, Azure, ETL, Agile",estimated_only
"Cloudera, Inc.",Startup/Other,2,20.07,20.07,7.5,0,"Communication, Azure, Docker, R, Java",estimated_only
open data fabric,Startup/Other,2,16.99,16.99,6.0,0,"Spark, Git, SQL, Python, Communication",estimated_only
A Konnect,Startup/Other,2,13.92,13.92,6.0,0,"ETL, AWS, Agile, Data Modeling, Python",estimated_only
netskope,Startup/Other,2,9.66,9.66,4.5,0,Communication,estimated_only
jobpoint india,Startup/Other,2,11.39,11.39,4.5,0,"Machine Learning, SQL, Python, ETL, Data Modeling",estimated_only
6Sense,Startup/Other,2,9.09,9.09,2.8,0,"Machine Learning, Spark",estimated_only
nanobi data and analytics private limited,Startup/Other,2,13.34,13.34,6.5,0,"SAS, SQL, Python, Communication, Excel",estimated_only
24 7 ai,Startup/Other,2,19.41,19.41,9.0,0,"Machine Learning, Java, Python, Agile, Communication",estimated_only
4CRisk.ai,Startup/Other,2,13.77,13.77,5.8,0,"SQL, Machine Learning, NoSQL, Spark, Python",estimated_only
Kloutix Solutions Pvt. Ltd,Startup/Other,2,14.02,14.02,6.0,0,"ETL, Airflow, Communication, SQL, Python",estimated_only
Bold Business,Startup/Other,2,9.9,9.9,3.8,0,"NLP, APIs, Machine Learning",estimated_only
